run_id,arch,level,mode,seed,lr,best_val_acc,train_time_s,epochs_ran,top1_page,top5_page,macro_f1_page,map_line,top1_retrieval,n_params,throughput_img_s,gpu_name,torch_version,timm_version
vit_small_L3_scratch_s3,vit_small,3,scratch,3,0.0003,0.4424320827943079,6130.590673923492,125,0.7922077922077922,0.935064935064935,0.7403679653679655,0.18171560580713783,0.25742971887550203,21784244,158.762281908198,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
swin_tiny_L3_scratch_s3,swin_tiny,3,scratch,3,0.0003,0.00517464424320828,488.0020525455475,9,0.003246753246753247,0.016233766233766232,2.1014584121380238e-05,0.014366864022317112,0.012449799196787148,27756206,131.60632365606656,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
resnet50_L4_scratch_s3,resnet50,4,scratch,3,0.0003,0.2075829383886256,1481.6072125434875,20,0.2727272727272727,0.6363636363636364,0.18668079119759792,0.17233045684851683,0.2253012048192771,24139124,139.79478397833748,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
convnext_tiny_L4_scratch_s3,convnext_tiny,4,scratch,3,0.0003,0.3933649289099526,5664.590081214905,77,0.7272727272727273,0.9285714285714286,0.6695346320346319,0.13764297824142696,0.1927710843373494,28056980,129.77751973143089,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
efficientnetv2_s_L4_scratch_s3,efficientnetv2_s,4,scratch,3,0.0003,0.5971563981042654,5695.525572299957,79,0.9090909090909091,0.974025974025974,0.8847402597402597,0.2968868539693076,0.42048192771084336,20572036,156.16764229291252,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
vit_small_L4_scratch_s3,vit_small,4,scratch,3,0.0003,0.3971563981042654,5076.168087482452,72,0.7305194805194806,0.8766233766233766,0.6668831168831169,0.1556547589871094,0.22329317269076304,21784244,147.97156544206055,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
swin_tiny_L4_scratch_s3,swin_tiny,4,scratch,3,0.0003,0.013270142180094787,1187.8186423778534,17,0.016233766233766232,0.05519480519480519,0.0029548455074990057,0.013701394765243438,0.008032128514056224,27756206,142.1305448112773,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
resnet50_L1_scratch_s4,resnet50,1,scratch,4,0.0003,0.11003236245954692,487.9931585788727,25,0.10064935064935066,0.36688311688311687,0.04659764652841429,0.10644454438909168,0.13694779116465863,24139124,157.81999796964126,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
convnext_tiny_L1_scratch_s4,convnext_tiny,1,scratch,4,0.0003,0.003236245954692557,177.50909638404846,9,0.003246753246753247,0.016233766233766232,2.1014584121380238e-05,0.011878026528986816,0.008433734939759036,28056980,142.36527362767538,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
efficientnetv2_s_L1_scratch_s4,efficientnetv2_s,1,scratch,4,0.0003,0.2686084142394822,830.8857691287994,41,0.38961038961038963,0.7175324675324676,0.31121675943104515,0.11855253924362423,0.1614457831325301,20572036,158.5771487325912,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
vit_small_L1_scratch_s4,vit_small,1,scratch,4,0.0003,0.022653721682847898,341.6100261211395,18,0.00974025974025974,0.06168831168831169,0.0007458853203534054,0.016962123503023698,0.012449799196787148,21784244,166.15404117765124,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
